,camp_name,id,year,campyearid,location,target,territory,terr_iso,target_country,targ_iso,status,cyear,camp_beyear,start_date,start_year,start_date_source,end_date,end_year,end_date_source,camp_duration,prim_meth,resis_meth,camp_goals,goalschange,camp_orgs,camp_orgs_list,camp_size,camp_size_cat,total_part,camp_confl_intensity,violent_flank,flank_intensity,flank_scope,flank_response,camp_structure,media_outreach,cdivers,cdivers_types,div_class,div_ideology,div_regional,div_ethnicity,div_religion,parall_instit,parall_instit_types,pi_education,pi_soc_welfare,pi_trad_media,pi_new_media,pi_police,pi_armed_wing,pi_courts,pi_pol_party,pi_pol_wing,repression,indiscrim,fatalities_range,audience_backlash,ab_domestic,ab_internat,ab_int_mat,camp_backlash,sec_defect,state_defect,wdrwl_support,camp_support,sdirect,slifted,in_media,dom_media,pop_opinion,ra_initials,tccode,lccode,start_date_obsolete,end_date_obsolete,success,progress,progress_names,goal_names,Time,PopTotal,percent_participation,population_bad,repression_names,resistance method
975,Salvadoran Civil Conflict,191,1989,191_1989,El Salvador,El Salvador government,,,El Salvador,222.0,0,1,0,1977-2-28,1977,"Hector Grenni, El Salvador en la década de los años 70: las oportunidades perdidas, Teoría y Praxis, No. 25 junio  diciembre 2014, rd.udb.edu.sv:8080/jspui/.../El%20Salvador%20en%20decada.pdf",1992-1-16,1992,,16,0,0,0,0,2,"Gerardo Barrios Civic Front, Comite Permanente del Debate Nacional (CPDN)",1,0,7000,0,0,,,,0,1,1,"1,2,3,4,5,6,7,9",1,1,1,0,1,1,"1,3,4,8,9,10",1,0,1,1,0,0,0,1,1,3,1,5.0,"1,2",1,1,0,3,0,0,-99,1,0,1,2,0,1,,92.0,92.0,28/2/1977,16/1/1992,0,0,status quo,regime change,1989.0,5270825.0,0.1328065340814768,False,extreme repression,sometimes violent
976,Salvadoran Civil Conflict,191,1990,191_1990,El Salvador,El Salvador government,,,El Salvador,222.0,0,1,0,1977-2-28,1977,"Hector Grenni, El Salvador en la década de los años 70: las oportunidades perdidas, Teoría y Praxis, No. 25 junio  diciembre 2014, rd.udb.edu.sv:8080/jspui/.../El%20Salvador%20en%20decada.pdf",1992-1-16,1992,,16,0,0,0,0,0,,1,0,8000,0,0,,,,1,1,1,"1,2,3,4,5,6,7,9",1,1,1,0,1,1,"1,3,4,8,9",1,0,1,1,0,0,0,1,1,3,1,4.0,2,0,1,0,3,0,0,1,1,1,0,2,0,1,,92.0,92.0,28/2/1977,16/1/1992,0,1,visible gains short of concessions,regime change,1990.0,5367179.0,0.14905409340735606,False,extreme repression,sometimes violent
977,Salvadoran Civil Conflict,191,1991,191_1991,El Salvador,El Salvador government,,,El Salvador,222.0,0,1,0,1977-2-28,1977,"Hector Grenni, El Salvador en la década de los años 70: las oportunidades perdidas, Teoría y Praxis, No. 25 junio  diciembre 2014, rd.udb.edu.sv:8080/jspui/.../El%20Salvador%20en%20decada.pdf",1992-1-16,1992,,16,0,0,0,0,0,,1,0,7000,0,0,,,,1,1,1,"1,2,3,4,5,6,7,9",1,1,1,0,1,1,"1,3,4,8,9",1,0,1,1,0,0,0,1,1,3,1,3.0,-99,-99,-99,-99,2,0,0,1,1,1,0,2,0,1,,92.0,92.0,28/2/1977,16/1/1992,0,3,significant concessions achieved,regime change,1991.0,5461070.0,0.12818000867961774,False,extreme repression,sometimes violent
978,Salvadoran Civil Conflict,191,1992,191_1992,El Salvador,El Salvador government,,,El Salvador,222.0,0,2,0,1977-2-28,1977,"Hector Grenni, El Salvador en la década de los años 70: las oportunidades perdidas, Teoría y Praxis, No. 25 junio  diciembre 2014, rd.udb.edu.sv:8080/jspui/.../El%20Salvador%20en%20decada.pdf",1992-1-16,1992,,16,0,0,0,0,0,,1,0,8000,0,0,,,,1,1,1,"1,2,3,4,5,7",1,1,1,0,0,1,"3,5,8,9",0,0,1,0,1,0,0,1,1,3,1,0.0,2,0,1,0,0,0,0,0,0,0,0,2,2,-99,,92.0,92.0,28/2/1977,16/1/1992,1,4,complete success,regime change,1992.0,5552206.0,0.14408687285738317,False,extreme repression,sometimes violent
979,Second Hutu Rebellion,192,1988,192_1988,Burundi,Tutsi influence in government,,,Burundi,108.0,0,0,1,1988-8-14,1988,"Death Toll in Ethnic Clashes In Burundi Is Put at 3,000. AP. 22 August, 1988. [Accessed Online at New York Times Archive, on 31st July, 2017].",1988-8-22,1988,"Carnage spreading, Burundi Refugees Say. The Globe and Mail (Canada). 24 August, 1988. [Accessed Online at Lexis Nexis, on 31st July, 2017].",1,0,0,0,0,2,"PALIPEHUTU, FRODEBU",1,0,2001,0,0,,,,0,0,1,"4,7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6.0,2,0,1,0,1,0,0,0,0,0,0,1,2,0,,516.0,516.0,14/8/1988,22/8/1988,0,-1,ends in failure,regime change,1988.0,5271840.0,0.03795638714376764,False,extreme repression,never violent
980,Second Khmer Rouge,193,1979,193_1979,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,0,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,3,"Democratic Kampuchea leadership (DK), Front National pour un Cambodge Independent, Neutre, Pacifique et Cooperatif (FUNCINPEC), Khmer People's National Liberation Front (KPNLF)",2,1,30000,1,0,,,,1,1,1,"1,2,3,4,5,6,8",1,1,0,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,6.0,"2,3",0,1,1,3,-99,-99,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,greater autonomy,1979.0,6051808.0,0.49571962626705934,False,extreme repression,never violent
981,Second Khmer Rouge,193,1980,193_1980,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,3,"Democratic Kampuchea leadership (DK), Front National pour un Cambodge Independent, Neutre, Pacifique et Cooperatif (FUNCINPEC), Khmer People's National Liberation Front (KPNLF)",2,1,35000,1,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"1,3,4,6,7",1,0,1,1,0,0,1,0,0,3,1,5.0,"2,3",0,1,1,3,-99,-99,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,greater autonomy,1980.0,6198959.0,0.5646109290285676,False,extreme repression,never violent
982,Second Khmer Rouge,193,1981,193_1981,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,3,"Party of Democratic Kampuchea (PDK), Front National pour un Cambodge Independent, Neutre, Pacifique et Cooperatif (FUNCINPEC), Khmer People's National Liberation Front (KPNLF)",2,1,50000,1,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"1,3,4,6,7",1,0,1,1,0,0,1,0,0,3,1,5.0,"2,3",0,1,1,3,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,greater autonomy,1981.0,6364472.0,0.7856111237507213,False,extreme repression,never violent
983,Second Khmer Rouge,193,1982,193_1982,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,40000,1,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"1,3,4,6,7",1,0,1,1,0,0,1,0,0,3,1,5.0,"2,3",0,1,1,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,greater autonomy,1982.0,6619699.0,0.6042570817797003,False,extreme repression,never violent
984,Second Khmer Rouge,193,1983,193_1983,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,40000,1,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"1,3,4,6,7",1,0,1,1,0,0,1,0,0,3,1,5.0,"2,3",0,1,1,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,greater autonomy,1983.0,6881962.0,0.5812295970248019,False,extreme repression,never violent
985,Second Khmer Rouge,193,1984,193_1984,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,40000,1,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"1,3,4,6,7",1,0,1,1,0,0,1,0,0,3,1,5.0,"2,3",0,1,1,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,greater autonomy,1984.0,7133899.0,0.5607032003116389,False,extreme repression,never violent
986,Second Khmer Rouge,193,1985,193_1985,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,32500,1,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,5.0,"2,3",0,1,1,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,1,visible gains short of concessions,greater autonomy,1985.0,7376090.0,0.4406128450168043,False,extreme repression,never violent
987,Second Khmer Rouge,193,1986,193_1986,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,35000,1,0,,,,1,1,1,"1,2,3,4,5,6,8",1,1,0,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,4.0,"2,3",0,1,1,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,greater autonomy,1986.0,7661317.0,0.45684051449639795,False,extreme repression,never violent
988,Second Khmer Rouge,193,1987,193_1987,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,45000,1,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,4.0,"2,3",0,1,1,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,2,limited concession achieved,greater autonomy,1987.0,7975597.0,0.5642210858948866,False,extreme repression,never violent
989,Second Khmer Rouge,193,1988,193_1988,Cambodia,Cambodian government,Cambodia,116.0,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,5,0,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,35000,2,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,3.0,"2,3",0,1,1,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,2,limited concession achieved,greater autonomy,1988.0,8269780.000000001,0.4232277037599549,False,extreme repression,never violent
990,Second Khmer Rouge,193,1989,193_1989,Cambodia,Cambodian government,,,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,1,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,30000,2,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,1.0,"2,3",0,1,1,2,-99,-99,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,3,significant concessions achieved,regime change,1989.0,8570928.0,0.3500204411937657,False,extreme repression,never violent
991,Second Khmer Rouge,193,1990,193_1990,Cambodia,Cambodian government,,,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,0,1,Coalition Government of Democratic Kampuchea (CGDK),2,1,30000,2,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,1.0,-99,-99,-99,-99,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,3,significant concessions achieved,regime change,1990.0,8910808.0,0.33666980592556817,False,extreme repression,never violent
992,Second Khmer Rouge,193,1991,193_1991,Cambodia,Cambodian government,,,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,0,2,"Party of Democratic Kampuchea (PDK), Khmer People's National Liberation Front (KPNLF).",2,1,40000,2,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"1,3,4,6,7",1,0,1,1,0,0,1,0,0,3,1,0.0,-99,-99,-99,-99,2,0,0,0,1,1,0,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,3,significant concessions achieved,regime change,1991.0,9259362.0,0.4319952065811878,False,extreme repression,never violent
993,Second Khmer Rouge,193,1992,193_1992,Cambodia,Cambodian government,,,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,0,1,Party of Democratic Kampuchea (PDK),2,1,35000,0,0,,,,1,1,1,"1,2,3,4,7,8",1,0,1,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,2.0,-99,-99,-99,-99,2,0,0,0,0,0,1,2,-99,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,regime change,1992.0,9718215.0,0.36014844289820713,False,extreme repression,never violent
994,Second Khmer Rouge,193,1993,193_1993,Cambodia,Cambodian government,,,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,0,1,Party of Democratic Kampuchea,2,1,15000,0,0,,,,1,1,1,"1,2,3,4,7,8",1,0,1,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,4.0,-99,-99,-99,-99,2,0,0,0,0,0,0,2,2,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,regime change,1993.0,10243550.0,0.14643360944203912,False,extreme repression,never violent
995,Second Khmer Rouge,193,1994,193_1994,Cambodia,Cambodian government,,,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,0,1,Provisional Government of National Union and National Salvation (PGNUNS),1,0,9000,3,0,,,,1,1,1,"1,2,3,4,7,8",1,0,1,1,0,1,"3,7",0,0,1,0,0,0,1,0,0,3,1,4.0,-99,-99,-99,-99,2,0,0,0,0,0,0,2,2,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,regime change,1994.0,10636353.0,0.08461546923085383,False,extreme repression,never violent
996,Second Khmer Rouge,193,1995,193_1995,Cambodia,Cambodian government,,,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,0,1,Party of Democratic Kampuchea,2,1,10000,3,0,,,,1,1,1,"1,2,3,4,7,8",1,0,1,1,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,3.0,-99,-99,-99,-99,2,0,0,0,0,0,0,2,2,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,regime change,1995.0,10919528.0,0.09157904993695698,False,extreme repression,never violent
997,Second Khmer Rouge,193,1996,193_1996,Cambodia,Cambodian government,,,Cambodia,116.0,0,1,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,0,1,Party of Democratic Kampuchea (PDK),1,0,7000,3,0,,,,1,1,1,"1,2,3,4,7",1,0,1,0,0,1,"3,6,7",0,0,1,0,0,0,1,0,0,3,1,4.0,-99,-99,-99,-99,2,0,0,0,0,0,0,2,2,-99,,811.0,811.0,6/1/1979,4/7/1997,0,0,status quo,regime change,1996.0,11182612.0,0.06259718212524945,False,extreme repression,never violent
998,Second Khmer Rouge,193,1997,193_1997,Cambodia,Cambodian government,,,Cambodia,116.0,0,2,0,1979-1-6,1979,"Dicklitch, S., & Malik, A. (2010). Justice, human rights, and reconciliation in postconflict cambodia. Human Rights Review, 11(4), 515-530.",1997-7-4,1997,"Rowley, Kevin. ""Second Life, Second Death: The Khmer Rouge After 1978."" MacMillan Center for International and Area Studies, Yale University [online], available: https://www.files.ethz.ch/isn/46657/GS24.pdf",19,0,0,0,0,1,Party of Democratic Kampuchea (PDK),1,0,3500,3,0,,,,1,1,1,"1,2,3,4,7",1,0,1,0,0,1,"3,7",0,0,1,0,0,0,1,0,0,3,1,3.0,-99,-99,-99,-99,1,0,0,0,0,0,0,2,2,-99,,811.0,811.0,6/1/1979,4/7/1997,0,-1,ends in failure,regime change,1997.0,11431569.0,0.030616969551598736,False,extreme repression,never violent
999,Second People Power Movement,194,2000,194_2000,Philippines,Estrada regime,,,Philippines,608.0,0,0,0,2000-10-11,2000,"Clarke, G., Jennings, M., & Shaw, T. (Eds.). (2007). Development, civil society and faith-based organizations: Bridging the sacred and the secular. Springer.",2001-1-20,2001,"Associated Press. (2001, January 20). Philippines leader resigns, beset by scandal. The New York Times.  Retrieved on July 3, 2017 from http://www.nytimes.com/2001/01/20/world/philippines-leader-resigns-beset-by-scandal.html.; Gomez J. & Crichton, T. (2001, January 21). Thriller in Manila;Former actor Joseph Estrada's grip on the presidency came to an end in silver-screen-style drama. The Sunday Herald. Retrieved on July 1, 2017 from LexisNexis.",2,1,0,0,0,1,"United Opposition (âcomposed of the Lakas-NUCD-Kampi coalition and at least two smaller parties, Reporma and Promdiâ)",2,1,50000,0,2,1.0,1.0,-99.0,0,0,1,"1,3,5,6,7",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-99,-99,-99,-99,0,0,1,0,0,0,0,1,2,1,,840.0,840.0,11/10/2000,20/1/2001,0,1,visible gains short of concessions,regime change,2000.0,77958223.0,0.06413691599922691,False,none,always violent
1000,Second People Power Movement,194,2001,194_2001,Philippines,Estrada regime,,,Philippines,608.0,0,2,0,2000-10-11,2000,"Clarke, G., Jennings, M., & Shaw, T. (Eds.). (2007). Development, civil society and faith-based organizations: Bridging the sacred and the secular. Springer.",2001-1-20,2001,"Associated Press. (2001, January 20). Philippines leader resigns, beset by scandal. The New York Times.  Retrieved on July 3, 2017 from http://www.nytimes.com/2001/01/20/world/philippines-leader-resigns-beset-by-scandal.html.; Gomez J. & Crichton, T. (2001, January 21). Thriller in Manila;Former actor Joseph Estrada's grip on the presidency came to an end in silver-screen-style drama. The Sunday Herald. Retrieved on July 1, 2017 from LexisNexis.",2,1,0,0,0,1,Anti-Estrada supporters,5,3,2000000,0,1,0.0,0.0,0.0,0,1,1,"1,2,3,8,9",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-99,-99,-99,-99,0,1,1,0,0,0,0,1,2,1,,840.0,840.0,11/10/2000,20/1/2001,1,4,complete success,regime change,2001.0,79626086.0,2.511739682897386,False,none,always violent
1001,Sendero Luminoso (The Shining Path) Senderista Insurgency,195,1980,195_1980,Peru,Peruvian government,,,Peru,604.0,0,0,0,1980-3-27,1980,"UCDP Conflict Encyclopedia; Degregori, Carlos Iva?n and Appelbaum, Nancy P. and Stern, Steve J.,""How Difficult It Is to Be God : Shining Paths Politics of War in Peru, 19801999"", 2012",2012-2-12,2012,"United States Department of State, Office of the Coordinator for Counterterrorism and Countering Violent Extremeism, ""Country Reports on Terrorism 2013"" Washington D.C.: Department of State. April 30, 2014.; Lewis Taylor, ""Sendero Luminoso in the New Millenium: Comrades, Cocaine, and Counter-Insurgency on the Peruvian Frontier"" Journal of Agrarian Change 17 no. 1 Jan 2017. 118.  ",33,0,1,0,0,1,Leftist Revolutonary Alliance (ARI),0,0,520,0,0,,,,1,1,1,"1,2,3,8",1,0,0,1,0,1,"4,7,8,9",0,0,0,1,0,0,1,1,1,3,1,1.0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,,135.0,135.0,27mar1980,12feb2012,0,0,status quo,regime change,1980.0,17492406.0,0.0029727185614145933,False,extreme repression,never violent
1002,Sendero Luminoso (The Shining Path) Senderista Insurgency,195,1981,195_1981,Peru,Peruvian government,,,Peru,604.0,0,1,0,1980-3-27,1980,"UCDP Conflict Encyclopedia; Degregori, Carlos Iva?n and Appelbaum, Nancy P. and Stern, Steve J.,""How Difficult It Is to Be God : Shining Paths Politics of War in Peru, 19801999"", 2012",2012-2-12,2012,"United States Department of State, Office of the Coordinator for Counterterrorism and Countering Violent Extremeism, ""Country Reports on Terrorism 2013"" Washington D.C.: Department of State. April 30, 2014.; Lewis Taylor, ""Sendero Luminoso in the New Millenium: Comrades, Cocaine, and Counter-Insurgency on the Peruvian Frontier"" Journal of Agrarian Change 17 no. 1 Jan 2017. 118.  ",33,0,0,0,0,0,,0,0,501,0,0,,,,1,1,1,"1,2,3,7,8",1,0,1,1,0,1,"3,4,7,8,9",0,0,1,1,0,0,1,1,1,3,1,1.0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,,135.0,135.0,27mar1980,12feb2012,0,0,status quo,regime change,1981.0,17932344.0,0.002793834425661252,False,extreme repression,never violent
1003,Sendero Luminoso (The Shining Path) Senderista Insurgency,195,1982,195_1982,Peru,Peruvian government,,,Peru,604.0,0,1,0,1980-3-27,1980,"UCDP Conflict Encyclopedia; Degregori, Carlos Iva?n and Appelbaum, Nancy P. and Stern, Steve J.,""How Difficult It Is to Be God : Shining Paths Politics of War in Peru, 19801999"", 2012",2012-2-12,2012,"United States Department of State, Office of the Coordinator for Counterterrorism and Countering Violent Extremeism, ""Country Reports on Terrorism 2013"" Washington D.C.: Department of State. April 30, 2014.; Lewis Taylor, ""Sendero Luminoso in the New Millenium: Comrades, Cocaine, and Counter-Insurgency on the Peruvian Frontier"" Journal of Agrarian Change 17 no. 1 Jan 2017. 118.  ",33,0,0,0,0,0,,0,0,500,0,0,,,,1,1,1,"1,2,3,7,8",1,0,1,1,0,1,"3,4,7,8,9",0,0,1,1,0,0,1,1,1,3,1,4.0,1,1,0,0,3,0,0,0,0,0,0,1,2,1,,135.0,135.0,27mar1980,12feb2012,0,0,status quo,regime change,1982.0,18374372.0,0.002721181436840399,False,extreme repression,never violent
